icd_code,target_count,non_target_count,target_prevalence,non_target_prevalence,prevalence_ratio,chi2_value,p_value
G8191,40.0,22.0,0.018157058556513846,0.0027110289587184227,6.697478644823176,69.20899910914294,8.856302637260028e-17
2859,54.0,589.0,0.02451202905129369,0.07258163894023413,0.3377166651124759,68.51375864593324,1.2599545934960776e-16
R1310,76.0,82.0,0.03449841125737631,0.010104744300677758,3.414080577483033,68.37572279592968,1.351309963620091e-16
M8580,47.0,33.0,0.021334543803903767,0.004066543438077634,5.246358271778154,67.15487282841356,2.509941581511251e-16
F0280,46.0,32.0,0.02088061733999092,0.003943314849044978,5.295194053563323,66.2510053834083,3.9700520769329557e-16
R627,59.0,53.0,0.026781661370857923,0.006531115218730746,4.100626075934189,66.17568404707995,4.124697352916681e-16
R7303,53.0,43.0,0.024058102587380843,0.00529882932840419,4.540267499920827,66.14902609187953,4.1808618504436593e-16
R000,91.0,114.0,0.041307308216069,0.014048059149722736,2.9404281243280694,66.11385061006142,4.256144089753899e-16
5859,11.0,318.0,0.004993191103041307,0.039186691312384475,0.1274205842804409,65.62476372928855,5.454901748550529e-16
I6523,27.0,8.0,0.012256014525646845,0.0009858287122612446,12.432194734453018,65.09877517836391,7.12363365007476e-16
42731,64.0,629.0,0.029051293690422152,0.07751078250154035,0.37480325643525564,64.94148707045458,7.715543256804858e-16
Z96653,42.0,27.0,0.019064911484339538,0.0033271719038817007,5.730065062793161,64.60299763634345,9.161587462665851e-16
Z781,111.0,159.0,0.050385837494325916,0.019593345656192238,2.571579064568898,64.46809307709967,9.810829336482938e-16
Z20828,104.0,145.0,0.047208352246935995,0.017868145409735057,2.642039851613004,63.334332705160165,1.7443730158768743e-15
M549,68.0,72.0,0.030866999546073536,0.0088724584103512,3.478968073838705,62.62357756300282,2.5023972844638664e-15
G629,64.0,65.0,0.029051293690422152,0.008009858287122612,3.6269422815042427,62.133811944359394,3.208940875825414e-15
R197,79.0,94.0,0.035860190649114845,0.011583487369069624,3.095802628910287,61.94122795736685,3.538626525455703e-15
D6832,27.0,9.0,0.012256014525646845,0.0011090573012939,11.050839763958239,61.92002366655869,3.576937099469077e-15
Z6831,36.0,20.0,0.016341352700862462,0.0024645717806531116,6.630503858374944,61.809605449114194,3.783243227241334e-15
J90,72.0,82.0,0.032682705401724924,0.010104744300677758,3.234392126036558,60.07345477381196,9.138251723974485e-15
Y832,54.0,49.0,0.02451202905129369,0.006038200862600123,4.059492158188741,59.832444920703196,1.0328653770978015e-14
Z7982,54.0,49.0,0.02451202905129369,0.006038200862600123,4.059492158188741,59.832444920703196,1.0328653770978015e-14
I471,64.0,67.0,0.029051293690422152,0.008256315465187923,3.5186753477279966,59.77201309477623,1.0650719973267287e-14
R402362,28.0,11.0,0.01270994098955969,0.0013555144793592113,9.376470102752444,59.32168511353977,1.3389292316582121e-14
311,84.0,709.0,0.038129822968679075,0.0873690696241528,0.43642244483897136,59.20837920363327,1.4182862304846443e-14
E8339,95.0,131.0,0.04312301407172038,0.01614294516327788,2.6713225892519916,58.87066924876726,1.6838363152197732e-14
K831,43.0,32.0,0.019518837948252384,0.003943314849044978,4.949855310939628,58.249927772349906,2.3084545452932545e-14
G4730,34.0,19.0,0.015433499773036768,0.002341343191620456,6.591728982010177,58.11471377229032,2.4726992593101558e-14
Z86711,71.0,82.0,0.03222877893781208,0.010104744300677758,3.189470013174939,58.05349764322811,2.5508551164264635e-14
M069,40.0,28.0,0.018157058556513846,0.003450400492914356,5.262304649503923,57.239226557724706,3.858971906417905e-14
E875,96.0,136.0,0.04357694053563323,0.016759088108441157,2.600197591519586,56.694325052584524,5.09102606780872e-14
D6959,80.0,102.0,0.03631411711302769,0.012569316081330868,2.889108435021762,56.37643695330347,5.984322962614363e-14
I350,65.0,72.0,0.029505220154335,0.0088724584103512,3.3254841882281743,56.29920557474146,6.224056805433499e-14
I493,27.0,11.0,0.012256014525646845,0.0013555144793592113,9.041596170511285,56.106693539110296,6.86430260777699e-14
5990,44.0,480.0,0.01997276441216523,0.059149722735674676,0.3376645483431684,55.16563065029933,1.1078912816895109e-13
E870,83.0,110.0,0.03767589650476623,0.013555144793592114,2.7794536376016175,54.91966512641927,1.255584104622032e-13
K567,53.0,51.0,0.024058102587380843,0.006284658040665434,3.8280686764038343,54.85453767592947,1.2978876015286152e-13
Q231,23.0,7.0,0.01044030866999546,0.000862600123228589,12.103300693859023,54.82385483672694,1.3183089457054577e-13
Z951,81.0,106.0,0.03676804357694054,0.013062230437461492,2.81483654364974,54.71599944622707,1.3926787900336454e-13
I2699,54.0,53.0,0.02451202905129369,0.006531115218730746,3.7531153915329862,54.58458473207135,1.488990420268922e-13
J690,73.0,90.0,0.03313663186563777,0.011090573012939002,2.9878196398850054,54.16178109838045,1.8464349843617636e-13
K760,56.0,57.0,0.02541988197911938,0.007024029574861368,3.6189884607114697,54.131109060002785,1.8754833024494167e-13
G8194,34.0,21.0,0.015433499773036768,0.002587800369685767,5.9639452694377795,53.92337130208914,2.0846322147197656e-13
R739,48.0,43.0,0.021788470267816613,0.00529882932840419,4.111940377286786,53.89286783821907,2.1172486935164805e-13
E8770,54.0,54.0,0.02451202905129369,0.006654343807763401,3.683613254652746,53.34569469041683,2.797236049416309e-13
M5416,25.0,10.0,0.011348161597821153,0.0012322858903265558,9.209033136631865,52.4466356001638,4.420997317310185e-13
M1711,29.0,15.0,0.013163867453472538,0.0018484288354898336,7.121652292328643,52.24552445964946,4.897743699568026e-13
Z6834,34.0,22.0,0.015433499773036768,0.0027110289587184227,5.692856848099699,51.9542923758593,5.680773367265656e-13
G309,34.0,22.0,0.015433499773036768,0.0027110289587184227,5.692856848099699,51.9542923758593,5.680773367265656e-13
E538,43.0,36.0,0.019518837948252384,0.0044362292051756,4.399871387501892,51.8760429252175,5.91173381409228e-13
Z6835,36.0,25.0,0.016341352700862462,0.0030807147258163892,5.304403086699955,51.84145614199858,6.016792136946359e-13
I69398,23.0,8.0,0.01044030866999546,0.0009858287122612446,10.590388107126646,51.70391182189753,6.453404357079074e-13
R110,57.0,61.0,0.025873808443032227,0.00751694393099199,3.4420648445115822,51.64322686073271,6.655986529617516e-13
E46,59.0,65.0,0.026781661370857923,0.008009858287122612,3.343587415761724,51.42143711743166,7.452034633396334e-13
I9581,44.0,38.0,0.01997276441216523,0.004682686383240912,4.265236400124232,51.377600648657385,7.620306468534441e-13
I214,79.0,106.0,0.035860190649114845,0.013062230437461492,2.7453344067694996,51.14235900533529,8.590441602814123e-13
Z720,59.0,66.0,0.026781661370857923,0.008133086876155268,3.2929270003713946,50.34748568913186,1.2879500946357845e-12
Z6842,38.0,29.0,0.017249205628688154,0.0035736290819470117,4.826803575062219,50.228336850555536,1.3685721278900841e-12
30500,20.0,320.0,0.009078529278256923,0.039433148490449786,0.23022582841579664,50.09861347709158,1.462102683829843e-12
K2270,35.0,25.0,0.015887426236949616,0.0030807147258163892,5.157058556513846,49.15411178866939,2.3662184630364108e-12
R29702,16.0,2.0,0.007262823422605538,0.00024645717806531114,29.468906037221974,48.97938369004964,2.5866705389819113e-12
R29701,16.0,2.0,0.007262823422605538,0.00024645717806531114,29.468906037221974,48.97938369004964,2.5866705389819113e-12
R402142,23.0,9.0,0.01044030866999546,0.0011090573012939,9.413678317445909,48.7957305072508,2.840574936489987e-12
T45515A,38.0,30.0,0.017249205628688154,0.0036968576709796672,4.665910122560145,48.606556416688214,3.1282167008261926e-12
I25119,41.0,35.0,0.01861098502042669,0.004313000616142945,4.315089812593218,48.44509580538828,3.3966669890366255e-12
D320,21.0,7.0,0.009532455742169769,0.000862600123228589,11.050839763958239,48.12257621614183,4.0038981734998915e-12
I671,39.0,32.0,0.017703132092601,0.003943314849044978,4.489403654108035,48.003045468119424,4.255576467030581e-12
R402252,20.0,6.0,0.009078529278256923,0.0007393715341959334,12.278710848842488,47.93688365910579,4.401628611774914e-12
R6521,81.0,115.0,0.03676804357694054,0.014171287738755391,2.5945449880597606,47.47536654978101,5.569949506016141e-12
2762,14.0,272.0,0.006354970494779845,0.033518176216882314,0.18959774104830313,47.43588787364388,5.683261955646097e-12
R338,58.0,67.0,0.026327734906945077,0.008256315465187923,3.1887995338784973,47.27930020674302,6.155888023399832e-12
R918,49.0,50.0,0.02224239673172946,0.0061614294516327784,3.6099409895596914,47.149738418093115,6.576542842320498e-12
I25118,29.0,18.0,0.013163867453472538,0.0022181146025878,5.934710243607203,45.78036313928497,1.3228297077500397e-11
Z8619,42.0,39.0,0.019064911484339538,0.004805914972273568,3.966968120395265,45.229183555377865,1.752736727729066e-11
Z9282,21.0,8.0,0.009532455742169769,0.0009858287122612446,9.66948479346346,45.15614757928635,1.8193369257200693e-11
M4806,21.0,8.0,0.009532455742169769,0.0009858287122612446,9.66948479346346,45.15614757928635,1.8193369257200693e-11
R911,43.0,41.0,0.019518837948252384,0.005052372150338879,3.8633017060992216,44.90541717253512,2.067850195660771e-11
E8342,65.0,84.0,0.029505220154335,0.010351201478743069,2.8504150184812915,44.66361200957046,2.3396534194215462e-11
Z006,80.0,117.0,0.03631411711302769,0.014417744916820702,2.5187099177112797,44.35608704837818,2.737594676610132e-11
W010XXA,41.0,38.0,0.01861098502042669,0.004682686383240912,3.9744248273884892,44.239483757768525,2.9056113423911084e-11
S065X0A,27.0,16.0,0.012256014525646845,0.001971657424522489,6.216097367226509,44.15730451482006,3.030189411812206e-11
K921,47.0,49.0,0.021334543803903767,0.006038200862600123,3.5332616932383485,43.98115789586573,3.3155221579800824e-11
51881,9.0,226.0,0.0040853381752156154,0.02784966112138016,0.1466925632383837,43.96345410655836,3.34564689300742e-11
Z6837,26.0,15.0,0.011802088061733999,0.0018484288354898336,6.384929641398093,43.372441296768855,4.5251660423848135e-11
I495,34.0,27.0,0.015433499773036768,0.0033271719038817007,4.638624098451606,43.20890069807699,4.919637418102989e-11
A419,94.0,152.0,0.042669087607807535,0.01873074553296365,2.2780239864299876,42.6614741272045,6.508154575689812e-11
Z96641,33.0,26.0,0.014979573309123922,0.003203943314849045,4.6753552847515625,42.25808434477566,7.998867280075897e-11
Z6838,24.0,13.0,0.010894235133908307,0.0016019716574245226,6.800516777820454,41.870147666465044,9.75405029488884e-11
J439,37.0,33.0,0.016795279164775308,0.004066543438077634,4.1301118309742915,41.66121463382112,1.0854099774412967e-10
R600,34.0,28.0,0.015433499773036768,0.003450400492914356,4.472958952078335,41.6550018516698,1.088864621714266e-10
B961,32.0,25.0,0.014525646845211076,0.0030807147258163892,4.715024965955515,41.3104992841697,1.2986945854283275e-10
41401,89.0,650.0,0.040399455288243305,0.08009858287122612,0.5043716610216837,41.06727241485196,1.4707862108640796e-10
30000,61.0,509.0,0.027689514298683614,0.06272335181762169,0.44145463366172405,40.74586965676355,1.7336949262100896e-10
I610,11.0,0.0,0.004993191103041307,0.0,4.993191103041307,40.56298992690185,1.9037867534935933e-10
B952,37.0,34.0,0.016795279164775308,0.004189772027110289,4.008637953592695,40.28692362620789,2.1927171667019387e-10
Y831,42.0,43.0,0.019064911484339538,0.00529882932840419,3.597947830125938,40.18808935393524,2.3065021776201219e-10
Z1159,62.0,83.0,0.02814344076259646,0.010227972889710413,2.7516147203430155,40.136343708383734,2.368413954311835e-10
G8918,38.0,36.0,0.017249205628688154,0.0044362292051756,3.8882584354667884,39.94820863495905,2.6078662855414047e-10
G935,32.0,26.0,0.014525646845211076,0.003203943314849045,4.533677851880303,39.73257822274686,2.9122686617227414e-10
J810,24.0,14.0,0.010894235133908307,0.001725200246457178,6.314765579404708,39.6980417328199,2.9642257705711106e-10
2875,13.0,236.0,0.005901044030866999,0.029081947011706716,0.2029108996207021,39.534254666868044,3.223550525856902e-10
G43909,67.0,95.0,0.03041307308216069,0.01170671595810228,2.5979167164393053,39.2318944941591,3.7634204767039237e-10
R0600,33.0,28.0,0.014979573309123922,0.003450400492914356,4.341401335840737,39.18723781248796,3.8504889413449644e-10
N401,56.0,72.0,0.02541988197911938,0.0088724584103512,2.8650325313965803,38.723549479845055,4.882822953758806e-10
R509,55.0,70.0,0.024965955515206535,0.00862600123228589,2.894267557227158,38.65344279452695,5.061390204083487e-10
Z96652,29.0,22.0,0.013163867453472538,0.0027110289587184227,4.855672017496802,38.49047646723673,5.502152148960353e-10
M1712,27.0,19.0,0.012256014525646845,0.002341343191620456,5.2346083092433755,38.374466145795644,5.839141833921042e-10
I519,13.0,2.0,0.005901044030866999,0.00024645717806531114,23.94348615524285,38.163249281983184,6.506642652062891e-10
2767,3.0,161.0,0.0013617793917385383,0.01983980283425755,0.06863875629787726,37.82061313784672,7.755792494178894e-10
Z950,55.0,71.0,0.024965955515206535,0.008749229821318545,2.853503225435226,37.774169616617364,7.942652059190236e-10
I69392,14.0,3.0,0.006354970494779845,0.0003696857670979667,17.190195188379484,37.7346100774427,8.105365504985266e-10
M21372,16.0,5.0,0.007262823422605538,0.0006161429451632779,11.787562414888788,37.685834857954774,8.310585816417238e-10
K635,16.0,5.0,0.007262823422605538,0.0006161429451632779,11.787562414888788,37.685834857954774,8.310585816417238e-10
Z6839,21.0,11.0,0.009532455742169769,0.0013555144793592113,7.032352577064334,37.47000946190217,9.28294446186639e-10
T8131XA,21.0,11.0,0.009532455742169769,0.0013555144793592113,7.032352577064334,37.47000946190217,9.28294446186639e-10
I69354,21.0,11.0,0.009532455742169769,0.0013555144793592113,7.032352577064334,37.47000946190217,9.28294446186639e-10
J9691,31.0,26.0,0.01407172038129823,0.003203943314849045,4.392000419009044,37.24907081389293,1.039645167254779e-09
J309,23.0,14.0,0.01044030866999546,0.001725200246457178,6.051650346929511,36.83045215687279,1.288616611901516e-09
M170,23.0,14.0,0.01044030866999546,0.001725200246457178,6.051650346929511,36.83045215687279,1.288616611901516e-09
V1582,82.0,595.0,0.03722197004085338,0.07332101047443007,0.5076576250109667,36.82808264159152,1.290183721116878e-09
I615,20.0,10.0,0.009078529278256923,0.0012322858903265558,7.3672265093054925,36.79339694899518,1.3133431758594377e-09
Z681,52.0,66.0,0.023604176123467997,0.008133086876155268,2.9022407460900426,36.68243432234478,1.3902653189851412e-09
R0602,27.0,20.0,0.012256014525646845,0.0024645717806531116,4.972877893781207,36.6337464442934,1.4254257460815116e-09
T451X5A,46.0,54.0,0.02088061733999092,0.006654343807763401,3.137892772481969,36.53549165396673,1.4991162626458143e-09
W1830XA,46.0,54.0,0.02088061733999092,0.006654343807763401,3.137892772481969,36.53549165396673,1.4991162626458143e-09
53081,133.0,833.0,0.060372219700408535,0.10264941466420209,0.5881399314151444,36.49465393281739,1.5308554749485773e-09
F1021,30.0,25.0,0.013617793917385384,0.0030807147258163892,4.420335905583296,36.28290189152641,1.706544909606229e-09
64891,7.0,184.0,0.0031774852473899226,0.022674060382008625,0.14013746077483274,36.24941674059613,1.7361196180857096e-09
2449,63.0,497.0,0.028597367226509306,0.06124460874922982,0.4669368914348552,35.97846979220205,1.995098853090921e-09
B370,28.0,22.0,0.01270994098955969,0.0027110289587184227,4.688235051376222,35.920979913009745,2.0548417021970467e-09
R634,40.0,43.0,0.018157058556513846,0.00529882932840419,3.426616981072322,35.90004005204499,2.077044464423857e-09
49390,48.0,419.0,0.021788470267816613,0.051632778804682686,0.4219891079315795,35.71283995835124,2.286520163442385e-09
R159,18.0,8.0,0.008170676350431231,0.0009858287122612446,8.28812982296868,35.58447355735118,2.4422641499812564e-09
G250,18.0,8.0,0.008170676350431231,0.0009858287122612446,8.28812982296868,35.58447355735118,2.4422641499812564e-09
G9341,48.0,59.0,0.021788470267816613,0.007270486752926679,2.9968379020903697,35.58435422912032,2.4424137618547923e-09
V6284,12.0,214.0,0.005447117566954153,0.026370918052988294,0.20655775259735024,35.40739731949447,2.6746912509369003e-09
M25551,21.0,12.0,0.009532455742169769,0.0014787430683918669,6.446323195642306,35.25109175952944,2.8981958077858347e-09
G459,17.0,7.0,0.007716749886518384,0.000862600123228589,8.94591790415667,35.076020748517394,3.1708144543896154e-09
496,24.0,285.0,0.010894235133908307,0.03512014787430684,0.310199010918126,35.003355063526755,3.2913771860527937e-09
